,slow_speed_0_avg,slow_speed_0_std,slow_speed_1_avg,slow_speed_1_std,slow_speed_2_avg,slow_speed_2_std,slow_speed_3_avg,slow_speed_3_std,slow_speed_4_avg,slow_speed_4_std,slow_speed_5_avg,slow_speed_5_std,slow_speed_6_avg,slow_speed_6_std,slow_speed_7_avg,slow_speed_7_std,slow_speed_8_avg,slow_speed_8_std,slow_speed_9_avg,slow_speed_9_std
0.0,253.0,0.0,253.0,0.0,253.0,0.0,253.0,0.0,253.0,0.0,253.0,0.0,253.0,0.0,253.0,0.0,253.0,0.0,253.0,0.0
0.1,245.5,7.1449282711585,250.3,5.9,248.6,3.9293765408777,250.6,2.416609194718914,250.1,2.981610303175115,250.9,2.913760456866693,252.9,1.972308292331602,253.4,1.3564659966250536,253.3,1.7349351572897473,253.2,1.5362291495737217
0.2,242.5,7.6583287994183165,246.5,5.142956348249516,245.7,3.407345007480164,247.9,3.0805843601498726,247.7,2.9342801502242417,248.9,3.3301651610693423,251.2,2.9597297173897483,250.5,2.3769728648009427,252.1,2.071231517720798,253.9,0.9433981132056604
0.30000000000000004,241.2,5.249761899362675,243.3,2.758622844826744,243.0,3.714835124201342,246.4,4.363484845854286,245.4,4.673328578219168,249.3,3.0675723300355937,249.2,3.280243893371345,249.9,5.068530358989674,251.4,1.8547236990991407,253.8,0.7483314773547882
0.4,235.1,5.838664230798,240.6,6.514598989960932,242.2,4.166533331199931,246.1,3.753664875824692,247.2,3.026549190084311,249.2,4.707440918375927,247.9,2.8442925306655784,249.5,4.964876634922564,250.7,2.0518284528683193,252.7,2.2825424421026654
0.5,235.7,5.762811813689564,239.7,4.026164427839479,239.9,5.539855593785816,244.8,3.249615361854384,246.0,4.049691346263317,245.9,2.913760456866693,247.1,1.9209372712298545,248.8,5.015974481593781,251.4,5.180733538795447,253.3,2.2383029285599387
0.6000000000000001,236.3,6.664082832618455,241.2,3.7363083384538807,241.5,3.930648801406709,246.4,3.2,246.0,2.6076809620810595,246.3,4.267317658670374,245.9,3.5623026261113755,244.9,5.48543526076099,249.2,5.2306787322488075,253.2,3.1240998703626617
0.7000000000000001,235.5,5.162363799656123,239.6,3.2310988842807027,240.0,6.0,243.4,2.973213749463701,243.5,3.170173496829472,246.4,3.4985711369071804,246.1,2.8442925306655784,249.0,5.138093031466052,245.6,7.445804187594515,253.0,2.756809750418044
0.8,238.0,4.494441010848846,239.8,2.85657137141714,238.3,2.1931712199461306,244.0,3.687817782917155,246.5,2.5787593916455256,248.5,1.5,246.6,1.624807680927192,249.0,4.33589667773576,245.9,6.1392181912683315,254.4,0.8
0.9,237.5,2.80178514522438,240.3,3.4365680554879163,237.0,4.58257569495584,243.2,1.469693845669907,245.1,3.014962686336267,245.4,3.0397368307141326,245.9,1.1357816691600546,246.5,3.8275318418009276,239.0,4.0,254.2,2.4
1.0,239.0,0.0,241.0,0.0,232.0,0.0,244.0,0.0,245.0,0.0,247.0,0.0,246.0,0.0,247.0,0.0,237.0,0.0,255.0,0.0
