,slow_speed_0_avg,slow_speed_0_std,slow_speed_1_avg,slow_speed_1_std,slow_speed_2_avg,slow_speed_2_std,slow_speed_3_avg,slow_speed_3_std,slow_speed_4_avg,slow_speed_4_std,slow_speed_5_avg,slow_speed_5_std,slow_speed_6_avg,slow_speed_6_std,slow_speed_7_avg,slow_speed_7_std,slow_speed_8_avg,slow_speed_8_std,slow_speed_9_avg,slow_speed_9_std
0.0,258.0,0.0,258.0,0.0,258.0,0.0,258.0,0.0,258.0,0.0,258.0,0.0,258.0,0.0,258.0,0.0,258.0,0.0,258.0,0.0
0.1,286.4,11.80847153530041,259.0,1.7320508075688772,259.4,1.624807680927192,259.6,2.4166091947189146,257.6,2.4576411454889016,259.7,2.0024984394500787,258.7,1.0049875621120892,258.7,1.1874342087037917,258.3,0.45825756949558405,258.4,0.66332495807108
0.2,296.3,7.772387020729218,258.8,2.227105745132009,260.0,2.1908902300206643,258.0,2.1447610589527217,259.3,3.377869150810907,258.8,1.8867962264113207,259.7,1.6155494421403513,258.5,1.6278820596099706,259.5,1.857417562100671,259.9,2.022374841615669
0.30000000000000004,301.6,10.3072789813801,259.2,3.4583232931581165,258.7,2.9681644159311658,258.7,2.2825424421026654,257.3,3.407345007480164,259.1,4.182104733265296,259.5,2.247220505424423,259.1,0.9433981132056604,259.1,1.6401219466856727,260.1,1.8681541692269403
0.4,299.7,9.209234495874236,260.1,2.2113344387495983,259.9,3.5341194094144583,258.7,2.6095976701399777,258.2,2.6,258.3,3.287856444554719,259.5,2.0124611797498106,258.2,1.7776388834631178,259.5,1.746424919657298,258.7,0.9
0.5,304.5,6.119640512317697,261.3,3.2572994949804657,259.2,2.2715633383201093,258.1,1.8138357147217055,258.0,3.7682887362833544,258.0,3.687817782917155,258.9,1.8681541692269406,257.9,2.022374841615669,259.9,1.8681541692269406,259.7,1.4177446878757827
0.6000000000000001,307.1,6.139218191268331,259.6,2.973213749463701,259.5,2.1563858652847827,259.0,1.0954451150103321,257.4,3.52703841770968,259.1,4.369210454990695,258.4,2.6907248094147422,258.3,1.8466185312619385,258.3,2.325940669922601,259.5,1.2041594578792296
0.7000000000000001,307.0,5.0,260.9,3.5623026261113755,260.4,1.4966629547095764,259.3,1.8466185312619385,255.4,2.33238075793812,256.0,2.4899799195977463,258.5,1.91049731745428,259.7,2.1470910553583886,260.2,1.7204650534085253,260.9,1.445683229480096
0.8,307.1,5.028916384272063,261.3,2.41039415863879,260.1,0.9433981132056604,257.6,3.0724582991474434,256.2,2.6758176320519302,256.7,1.9519221295943134,257.4,1.562049935181331,258.1,1.6401219466856727,259.3,1.6155494421403513,260.4,0.8
0.9,307.3,5.814636704042653,264.7,3.74299345444258,259.8,2.4,259.8,1.4000000000000001,256.2,1.077032961426901,256.9,2.2113344387495983,257.0,1.61245154965971,258.6,1.1135528725660044,257.9,1.7578395831246945,260.8,1.2489995996796797
1.0,309.0,0.0,271.0,0.0,260.0,0.0,257.0,0.0,254.0,0.0,257.0,0.0,256.0,0.0,259.0,0.0,259.0,0.0,260.0,0.0
